date,variant,omicron,lineage,omicron_time
2020-09-21,B.1.177 (European),Other,B.1.177,Other
2020-09-28,B.1.177 (European),Other,B.1.177,Other
2020-09-28,B.1.177 (European),Other,B.1.177,Other
2020-09-28,Other,Other,B.1.1.1,Other
2020-09-28,B.1.177 (European),Other,B.1.177,Other
2020-09-29,B.1.177 (European),Other,B.1.177,Other
2020-10-09,B.1.177 (European),Other,B.1.177,Other
2020-10-05,B.1.177 (European),Other,B.1.177,Other
2020-11-27,B.1.177 (European),Other,B.1.177,Other
2020-11-30,B.1.177 (European),Other,B.1.177,Other
2020-11-30,B.1.177 (European),Other,B.1.177,Other
2020-10-26,B.1.177 (European),Other,B.1.177,Other
2020-10-27,B.1.177 (European),Other,B.1.177,Other
2020-10-27,B.1.177 (European),Other,B.1.177,Other
2020-11-02,B.1.177 (European),Other,B.1.177,Other
2020-10-31,B.1.177 (European),Other,B.1.177,Other
2020-10-29,B.1.177 (European),Other,B.1.177,Other
2020-11-06,B.1.177 (European),Other,B.1.177,Other
2020-11-10,Other,Other,B.1.221,Other
2020-11-06,B.1.177 (European),Other,B.1.177,Other
2020-11-13,B.1.177 (European),Other,B.1.177,Other
2020-11-23,B.1.177 (European),Other,B.1.177,Other
2020-11-20,B.1.177 (European),Other,B.1.177,Other
2020-12-02,B.1.177 (European),Other,B.1.177,Other
2020-11-27,B.1.177 (European),Other,B.1.177,Other
2020-12-02,B.1.177 (European),Other,B.1.177,Other
2020-12-02,B.1.177 (European),Other,B.1.177,Other
2020-12-04,B.1.177 (European),Other,B.1.177,Other
2020-12-14,B.1.177 (European),Other,B.1.177,Other
2020-12-11,B.1.177 (European),Other,B.1.177,Other
2020-11-26,B.1.177 (European),Other,B.1.177,Other
2020-12-18,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-24,B.1.177 (European),Other,B.1.177,Other
2020-12-21,Other,Other,B.1.177.29,Other
2020-12-22,B.1.177 (European),Other,B.1.177,Other
2020-12-29,B.1.177 (European),Other,B.1.177,Other
2020-12-31,B.1.177 (European),Other,B.1.177,Other
2020-12-21,B.1.177 (European),Other,B.1.177,Other
2020-12-21,B.1,Other,B.1,Other
2020-12-30,B.1.177 (European),Other,B.1.177,Other
2020-12-29,Alpha,Other,B.1.1.7,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-11,B.1.177 (European),Other,B.1.177,Other
2020-12-11,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-09-18,B.1.177 (European),Other,B.1.177,Other
2020-09-18,B.1.177 (European),Other,B.1.177,Other
2020-09-18,B.1.177 (European),Other,B.1.177,Other
2020-09-17,B.1.177 (European),Other,B.1.177,Other
2020-09-17,Other,Other,B.1.1.232,Other
2020-09-17,B.1.177 (European),Other,B.1.177,Other
2020-09-17,B.1.177 (European),Other,B.1.177,Other
2020-09-16,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-09-18,B.1.177 (European),Other,B.1.177,Other
2020-09-18,B.1.177 (European),Other,B.1.177,Other
2020-09-18,B.1.177 (European),Other,B.1.177,Other
2020-09-18,B.1.177 (European),Other,B.1.177,Other
2020-12-12,B.1.177 (European),Other,B.1.177,Other
2020-12-07,B.1.177 (European),Other,B.1.177,Other
2020-12-10,B.1.177 (European),Other,B.1.177,Other
2020-12-10,B.1.177 (European),Other,B.1.177,Other
2020-12-11,B.1.177 (European),Other,B.1.177,Other
2020-12-09,B.1.177 (European),Other,B.1.177,Other
2020-12-09,B.1.177 (European),Other,B.1.177,Other
2020-09-10,B.1.177 (European),Other,B.1.177,Other
2020-07-16,B.1.177 (European),Other,B.1.177,Other
2020-12-18,B.1,Other,B.1,Other
2020-12-12,B.1.177 (European),Other,B.1.177,Other
2020-12-22,B.1.177 (European),Other,B.1.177,Other
2020-12-18,B.1.177 (European),Other,B.1.177,Other
2020-12-16,B.1.177 (European),Other,B.1.177,Other
2020-12-21,B.1.177 (European),Other,B.1.177,Other
2020-12-15,B.1.177 (European),Other,B.1.177,Other
2020-12-18,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-22,B.1.177 (European),Other,B.1.177,Other
2020-12-18,B.1.177 (European),Other,B.1.177,Other
2020-12-18,Other,Other,B.1.177.29,Other
2020-12-30,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-14,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-09-10,B.1.177 (European),Other,B.1.177,Other
2020-09-10,B.1.177 (European),Other,B.1.177,Other
2020-09-23,Other,Other,B.1.1.39,Other
2020-07-20,B.1.177 (European),Other,B.1.177,Other
2020-08-26,Other,Other,B.1.36,Other
2020-08-21,B.1.177 (European),Other,B.1.177,Other
2020-08-05,B.1.177 (European),Other,B.1.177,Other
2020-11-04,B.1.177 (European),Other,B.1.177,Other
2020-12-25,B.1.177 (European),Other,B.1.177,Other
2020-05-11,B.1,Other,B.1.1,Other
2020-09-12,B.1.177 (European),Other,B.1.177,Other
2020-09-02,B.1.177 (European),Other,B.1.177,Other
2020-11-29,B.1.177 (European),Other,B.1.177,Other
2020-08-20,B.1.177 (European),Other,B.1.177,Other
2020-09-21,B.1.177 (European),Other,B.1.177,Other
2020-09-16,B.1.177 (European),Other,B.1.177,Other
2020-10-18,B.1.177 (European),Other,B.1.177,Other
2020-08-07,Other,Other,B.1.600,Other
2020-08-11,B.1.177 (European),Other,B.1.177,Other
2020-10-22,Other,Other,B.1.177.53,Other
2020-08-13,B.1.177 (European),Other,B.1.177,Other
2020-10-31,B.1.177 (European),Other,B.1.177,Other
2020-11-28,B.1.177 (European),Other,B.1.177,Other
2020-08-19,B.1.177 (European),Other,B.1.177,Other
2020-08-30,B.1.177 (European),Other,B.1.177,Other
2020-08-03,B.1.177 (European),Other,B.1.177,Other
2020-11-28,B.1.177 (European),Other,B.1.177,Other
2020-11-29,B.1.177 (European),Other,B.1.177,Other
2020-10-12,B.1.177 (European),Other,B.1.177,Other
2020-08-05,Other,Other,N.2,Other
2020-08-19,B.1.177 (European),Other,B.1.177,Other
2020-11-29,Other,Other,B.1.367,Other
2020-11-28,B.1.177 (European),Other,B.1.177,Other
2020-03-24,B.1,Other,B.1,Other
2020-12-24,B.1.177 (European),Other,B.1.177,Other
2020-04-08,B.1,Other,B.1,Other
2020-04-06,B.1,Other,B.1,Other
2020-04-03,B.1,Other,B.1,Other
2020-04-04,Other,Other,B.1.157,Other
2020-04-07,B.1,Other,B.1,Other
2020-04-08,B.1,Other,B.1,Other
2020-04-06,B.1,Other,B.1,Other
2020-04-08,Other,Other,B.1.157,Other
2020-04-08,Other,Other,B.1.157,Other
2020-04-06,B.1,Other,B.1,Other
2020-04-20,B.1,Other,B.1,Other
2020-12-31,B.1.177 (European),Other,B.1.177,Other
2020-12-31,Other,Other,B.1.160,Other
2020-12-31,Other,Other,AA.1,Other
2020-12-31,B.1.177 (European),Other,B.1.177,Other
2020-12-31,B.1.177 (European),Other,B.1.177,Other
2020-12-30,B.1.177 (European),Other,B.1.177,Other
2020-12-29,B.1.177 (European),Other,B.1.177,Other
2020-10-02,B.1.177 (European),Other,B.1.177,Other
2020-04-13,B.1,Other,B.1.1,Other
2020-12-11,B.1.177 (European),Other,B.1.177,Other
2020-04-09,B.1,Other,B.1,Other
2020-04-07,B.1,Other,B.1,Other
2020-04-08,B.1,Other,B.1,Other
2020-04-23,B.1,Other,B.1,Other
2020-04-23,B.1,Other,B.1,Other
2020-04-08,B.1,Other,B.1,Other
2020-04-09,B.1,Other,B.1,Other
2020-04-08,B.1,Other,B.1,Other
2020-09-02,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-08-23,B.1.177 (European),Other,B.1.177,Other
2020-09-08,B.1.177 (European),Other,B.1.177,Other
2020-09-10,B.1.177 (European),Other,B.1.177,Other
2020-07-29,B.1.177 (European),Other,B.1.177,Other
2020-04-11,B.1,Other,B.1,Other
2020-04-23,B.1,Other,B.1,Other
2020-12-22,B.1.177 (European),Other,B.1.177,Other
2020-12-23,Other,Other,B.1.36.34,Other
2020-12-30,B.1.177 (European),Other,B.1.177,Other
2020-12-18,B.1,Other,B.1,Other
2020-12-30,B.1.177 (European),Other,B.1.177,Other
2020-12-30,B.1.177 (European),Other,B.1.177,Other
2020-12-18,B.1.177 (European),Other,B.1.177,Other
2020-12-27,B.1.177 (European),Other,B.1.177,Other
2020-12-23,B.1.177 (European),Other,B.1.177,Other
2020-12-09,B.1.177 (European),Other,B.1.177,Other
2020-12-02,B.1.177 (European),Other,B.1.177,Other
2020-12-26,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-07-09,B.1.177 (European),Other,B.1.177,Other
2020-09-21,Other,Other,B.1.1.39,Other
2020-09-15,B.1.177 (European),Other,B.1.177,Other
2020-10-05,Other,Other,B.1.1.297,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-09,B.1.177 (European),Other,B.1.177,Other
2020-12-09,B.1.177 (European),Other,B.1.177,Other
2020-12-07,B.1.177 (European),Other,B.1.177,Other
2020-12-09,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-09-17,B.1.177 (European),Other,B.1.177,Other
2020-09-16,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-02,B.1,Other,B.1,Other
2020-12-09,B.1,Other,B.1,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-12-03,B.1.177 (European),Other,B.1.177,Other
2020-12-09,B.1.177 (European),Other,B.1.177,Other
2020-12-01,B.1.177 (European),Other,B.1.177,Other
2020-12-03,B.1.177 (European),Other,B.1.177,Other
2020-12-16,B.1.177 (European),Other,B.1.177,Other
2020-03-23,B.1,Other,B.1,Other
2020-10-08,Other,Other,B.1.1.406,Other
2020-10-21,B.1.177 (European),Other,B.1.177,Other
2020-08-09,B.1.177 (European),Other,B.1.177,Other
2020-04-01,B.1,Other,B.1,Other
2020-08-09,B.1.177 (European),Other,B.1.177,Other
2020-12-28,B.1.177 (European),Other,B.1.177,Other
2020-03-16,B.1,Other,B.1,Other
2020-09-18,Other,Other,B.1.1.39,Other
2020-12-12,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-04-13,B.1,Other,B.1,Other
2020-12-29,B.1.177 (European),Other,B.1.177,Other
2020-09-12,B.1.177 (European),Other,B.1.177,Other
2020-09-14,B.1.177 (European),Other,B.1.177,Other
2020-12-13,B.1.177 (European),Other,B.1.177,Other
2020-09-17,B.1.177 (European),Other,B.1.177,Other
2020-08-24,B.1.177 (European),Other,B.1.177,Other
2020-08-19,B.1.177 (European),Other,B.1.177,Other
2020-11-23,B.1.177 (European),Other,B.1.177,Other
2020-04-13,B.1,Other,B.1,Other
2020-11-14,B.1.177 (European),Other,B.1.177,Other
2020-04-13,B.1,Other,B.1.1,Other
2020-11-03,Delta,Other,AY.42,Other
2020-10-18,B.1.177 (European),Other,B.1.177,Other
2020-09-08,Other,Other,B.1.416,Other
2020-12-13,B.1.177 (European),Other,B.1.177,Other
2020-09-16,B.1.177 (European),Other,B.1.177,Other
2020-09-04,B.1.177 (European),Other,B.1.177,Other
2020-08-06,B.1.177 (European),Other,B.1.177,Other
2020-07-29,B.1.177 (European),Other,B.1.177,Other
2020-07-31,B.1.177 (European),Other,B.1.177,Other
2020-07-31,Other,Other,B.1.416.1,Other
2020-03-01,Other,Other,B,Other
2020-03-16,B.1,Other,B.1.1,Other
2020-04-22,Other,Other,B.1.566,Other
2020-03-29,B.1,Other,B.1,Other
2020-03-27,B.1,Other,B.1,Other
2020-03-17,B.1,Other,B.1,Other
2020-03-26,B.1,Other,B.1,Other
2020-03-12,B.1,Other,B.1,Other
2020-03-18,B.1,Other,B.1,Other
2020-03-17,B.1,Other,B.1,Other
2020-03-16,B.1,Other,B.1,Other
2020-03-16,B.1,Other,B.1,Other
2020-12-10,B.1.177 (European),Other,B.1.177,Other
2020-04-07,B.1,Other,B.1,Other
2020-07-10,B.1.177 (European),Other,B.1.177,Other
2020-07-21,Other,Other,B,Other
2020-06-14,B.1,Other,B.1,Other
2020-11-12,B.1.177 (European),Other,B.1.177,Other
2020-06-20,B.1,Other,B.1,Other
2020-03-19,Other,Other,B,Other
2020-07-24,Other,Other,B,Other
2020-12-30,B.1.177 (European),Other,B.1.177,Other
2020-08-06,B.1.177 (European),Other,B.1.177,Other
2020-03-26,B.1,Other,B.1,Other
2020-06-04,Other,Other,B,Other
2020-05-12,B.1,Other,B.1,Other
2020-10-01,B.1.177 (European),Other,B.1.177,Other
2020-04-13,B.1,Other,B.1,Other
2020-11-13,B.1.177 (European),Other,B.1.177,Other
2020-11-10,Other,Other,B.1.177.53,Other
2020-08-19,B.1.177 (European),Other,B.1.177,Other
2020-09-15,B.1.177 (European),Other,B.1.177,Other
2020-11-17,Other,Other,B,Other
2020-12-21,B.1.177 (European),Other,B.1.177,Other
2020-09-04,B.1.177 (European),Other,B.1.177,Other
2020-08-21,Other,Other,B.1.600,Other
2020-07-28,B.1.177 (European),Other,B.1.177,Other
2020-09-16,B.1,Other,B.1,Other
2020-10-20,Other,Other,B,Other
2020-10-22,B.1.177 (European),Other,B.1.177,Other
2020-12-04,B.1.177 (European),Other,B.1.177,Other
2020-04-14,B.1,Other,B.1,Other
2020-04-07,B.1,Other,B.1,Other
2020-03-18,B.1,Other,B.1.1,Other
2020-10-23,Other,Other,AA.1,Other
2020-11-08,B.1.177 (European),Other,B.1.177,Other
2020-07-10,Other,Other,B.1.1.406,Other
2020-11-11,Other,Other,B.1.177.32,Other
2020-04-21,B.1,Other,B.1,Other
2020-12-23,B.1.177 (European),Other,B.1.177,Other
2020-11-12,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-08-23,B.1.177 (European),Other,B.1.177,Other
2020-04-06,B.1,Other,B.1,Other
2020-12-04,B.1.177 (European),Other,B.1.177,Other
2020-11-12,B.1.177 (European),Other,B.1.177,Other
2020-10-28,B.1.177 (European),Other,B.1.177,Other
2020-09-08,B.1.177 (European),Other,B.1.177,Other
2020-11-02,Other,Other,B.1.177.15,Other
2020-04-02,B.1,Other,B.1,Other
2020-12-07,B.1.177 (European),Other,B.1.177,Other
2020-05-26,B.1,Other,B.1,Other
2020-05-08,B.1,Other,B.1,Other
2020-03-15,B.1,Other,B.1,Other
2020-03-31,B.1,Other,B.1,Other
2020-03-13,B.1,Other,B.1,Other
2020-11-03,B.1.177 (European),Other,B.1.177,Other
2020-05-20,B.1,Other,B.1,Other
2020-10-28,B.1.177 (European),Other,B.1.177,Other
2020-05-06,B.1,Other,B.1.1,Other
2020-12-13,B.1.177 (European),Other,B.1.177,Other
2020-10-07,B.1.177 (European),Other,B.1.177,Other
2020-08-30,B.1.177 (European),Other,B.1.177,Other
2020-12-22,B.1.177 (European),Other,B.1.177,Other
2020-11-03,B.1.177 (European),Other,B.1.177,Other
2020-07-28,B.1.177 (European),Other,B.1.177,Other
2020-11-08,B.1.177 (European),Other,B.1.177,Other
2020-10-12,B.1.177 (European),Other,B.1.177,Other
2020-06-23,B.1,Other,B.1.1,Other
2020-04-06,B.1,Other,B.1,Other
2020-05-21,B.1,Other,B.1.1,Other
2020-12-21,B.1.177 (European),Other,B.1.177,Other
2020-08-10,Other,Other,B.1.600,Other
2020-07-20,Other,Other,B.1.600,Other
2020-08-18,B.1.177 (European),Other,B.1.177,Other
2020-07-29,Other,Other,B.1.1.1,Other
2020-10-02,B.1.177 (European),Other,B.1.177,Other
2020-04-06,B.1,Other,B.1.1,Other
2020-11-10,B.1.177 (European),Other,B.1.177,Other
2020-12-23,B.1.177 (European),Other,B.1.177,Other
2020-04-06,B.1,Other,B.1,Other
2020-06-30,Other,Other,B.1.600,Other
2020-08-08,B.1.177 (European),Other,B.1.177,Other
2020-09-28,B.1.177 (European),Other,B.1.177,Other
2020-05-22,Other,Other,B,Other
2020-09-15,B.1.177 (European),Other,B.1.177,Other
2020-09-30,Other,Other,B.1.1.406,Other
2020-08-08,B.1.177 (European),Other,B.1.177,Other
2020-08-27,Other,Other,B.1.36,Other
2020-09-16,Other,Other,B.1.1.39,Other
2020-03-19,B.1,Other,B.1,Other
2020-09-16,Other,Other,B.1.1.39,Other
2020-12-30,B.1.177 (European),Other,B.1.177,Other
2020-08-17,Other,Other,B.1.177.14,Other
2020-10-05,B.1.177 (European),Other,B.1.177,Other
2020-12-10,B.1.177 (European),Other,B.1.177,Other
2020-09-16,B.1.177 (European),Other,B.1.177,Other
2020-08-06,Other,Other,B.1.600,Other
2020-03-24,B.1,Other,B.1,Other
2020-03-21,B.1,Other,B.1,Other
2020-08-12,B.1.177 (European),Other,B.1.177,Other
2020-04-06,B.1,Other,B.1,Other
2020-12-10,Other,Other,B,Other
2020-10-06,Other,Other,B.1.1.269,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-08-10,B.1.177 (European),Other,B.1.177,Other
2020-09-08,B.1.177 (European),Other,B.1.177,Other
2020-12-14,B.1.177 (European),Other,B.1.177,Other
2020-07-12,B.1,Other,B.1,Other
2020-08-27,B.1.177 (European),Other,B.1.177,Other
2020-03-23,B.1,Other,B.1,Other
2020-03-23,B.1,Other,B.1,Other
2020-12-07,B.1.177 (European),Other,B.1.177,Other
2020-08-28,B.1.177 (European),Other,B.1.177,Other
2020-03-20,B.1,Other,B.1,Other
2020-10-12,Other,Other,B.1.1.269,Other
2020-08-10,B.1.177 (European),Other,B.1.177,Other
2020-10-13,B.1.177 (European),Other,B.1.177,Other
2020-10-05,B.1.177 (European),Other,B.1.177,Other
2020-11-03,Other,Other,AA.1,Other
2020-12-19,B.1,Other,B.1,Other
2020-12-08,B.1.177 (European),Other,B.1.177,Other
2020-03-29,B.1,Other,B.1,Other
2020-10-13,B.1.177 (European),Other,B.1.177,Other
2020-08-24,B.1.177 (European),Other,B.1.177,Other
2020-07-14,B.1,Other,B.1.1,Other
2020-12-25,B.1.177 (European),Other,B.1.177,Other
2020-07-19,B.1.177 (European),Other,B.1.177,Other
2020-04-16,B.1,Other,B.1,Other
2020-07-23,Other,Other,B,Other
2020-09-15,B.1.177 (European),Other,B.1.177,Other
2020-10-06,Other,Other,B.1.1.39,Other
2020-12-11,B.1.177 (European),Other,B.1.177,Other
2020-03-31,B.1,Other,B.1,Other
2020-11-07,Other,Other,AA.1,Other
2020-05-26,B.1,Other,B.1,Other
2020-12-23,B.1.177 (European),Other,B.1.177,Other
2020-07-03,Other,Other,B.1.1.406,Other
2020-10-25,B.1.177 (European),Other,B.1.177,Other
2020-12-22,B.1.177 (European),Other,B.1.177,Other
2020-12-29,B.1.177 (European),Other,B.1.177,Other
2020-12-18,B.1,Other,B.1.1,Other
2020-12-21,B.1.177 (European),Other,B.1.177,Other
2020-07-08,Other,Other,B.1.600,Other
2020-09-05,B.1.177 (European),Other,B.1.177,Other
2020-04-13,B.1,Other,B.1,Other
2020-12-11,B.1.177 (European),Other,B.1.177,Other
2020-10-25,B.1.177 (European),Other,B.1.177,Other
2020-04-14,B.1,Other,B.1,Other
2020-11-14,B.1.177 (European),Other,B.1.177,Other
2020-08-13,B.1.177 (European),Other,B.1.177,Other
2020-12-14,Other,Other,B.1.221,Other
2020-11-16,B.1.177 (European),Other,B.1.177,Other
2020-10-14,B.1,Other,B.1,Other
2020-04-12,B.1,Other,B.1,Other
2020-07-10,Other,Other,B.1.600,Other
2020-11-19,Other,Other,B.1.1.39,Other
2020-11-11,B.1.177 (European),Other,B.1.177,Other
2020-04-15,B.1,Other,B.1.1,Other
2020-07-10,B.1.177 (European),Other,B.1.177,Other
2020-11-23,B.1.177 (European),Other,B.1.177,Other
2020-03-26,B.1,Other,B.1,Other
2020-07-10,B.1.177 (European),Other,B.1.177,Other
2020-09-15,B.1.177 (European),Other,B.1.177,Other
2020-07-12,Other,Other,B.1.1.406,Other
2020-04-16,B.1,Other,B.1.1,Other
2020-04-13,B.1,Other,B.1,Other
2020-11-24,B.1.177 (European),Other,B.1.177,Other
2020-09-15,B.1.177 (European),Other,B.1.177,Other
2020-07-14,Other,Other,B.1.1.406,Other
2020-08-14,B.1.177 (European),Other,B.1.177,Other
2020-04-09,B.1,Other,B.1,Other
2020-12-29,B.1.177 (European),Other,B.1.177,Other
2020-07-14,Other,Other,B.1.600,Other
2020-04-14,B.1,Other,B.1,Other
2020-12-01,B.1.177 (European),Other,B.1.177,Other
2020-12-17,B.1.177 (European),Other,B.1.177,Other
2020-03-26,B.1,Other,B.1,Other
2020-08-20,Other,Other,B.1.600,Other
2020-04-13,Other,Other,A.5,Other
2020-04-13,Other,Other,A.5,Other
2020-12-18,B.1.177 (European),Other,B.1.177,Other
2020-08-17,B.1.177 (European),Other,B.1.177,Other
2020-09-16,B.1.177 (European),Other,B.1.177,Other
2020-12-04,B.1.177 (European),Other,B.1.177,Other
2020-03-25,B.1,Other,B.1,Other
2020-07-28,B.1.177 (European),Other,B.1.177,Other
2020-04-15,B.1,Other,B.1,Other
2020-04-01,B.1,Other,B.1,Other
2020-12-22,B.1.177 (European),Other,B.1.177,Other
2020-03-17,B.1,Other,B.1,Other
2020-11-20,B.1.177 (European),Other,B.1.177,Other
2020-12-07,B.1.177 (European),Other,B.1.177,Other
2020-03-25,B.1,Other,B.1.1,Other
2020-08-20,B.1.177 (European),Other,B.1.177,Other
2020-04-27,B.1,Other,B.1,Other
2020-04-10,Other,Other,B.1.2,Other
2020-07-16,Other,Other,B.1.1.406,Other
2020-04-08,B.1,Other,B.1,Other
2020-07-22,B.1.177 (European),Other,B.1.177,Other
2020-03-25,B.1,Other,B.1,Other
2020-05-15,B.1,Other,B.1,Other
2020-03-18,Other,Other,A.2,Other
2020-07-16,Other,Other,B.1.600,Other
2020-11-03,B.1.177 (European),Other,B.1.177,Other
2020-09-21,Other,Other,B.1.1.39,Other
2020-09-21,Other,Other,B.1.1.39,Other
2020-10-25,B.1.177 (European),Other,B.1.177,Other
2020-07-17,Other,Other,B.1.1.406,Other
2020-09-16,B.1.177 (European),Other,B.1.177,Other
2020-12-29,Other,Other,B.1.177.29,Other
2020-07-28,B.1.177 (European),Other,B.1.177,Other
2020-08-21,B.1.177 (European),Other,B.1.177,Other
2020-04-16,B.1,Other,B.1,Other
2020-12-14,Other,Other,B.1.1.269,Other
2020-10-27,B.1.177 (European),Other,B.1.177,Other
2020-05-13,B.1,Other,B.1.1,Other
2020-12-31,B.1.177 (European),Other,B.1.177,Other
2020-05-14,B.1,Other,B.1.1,Other
2020-09-10,Other,Other,B.1.1.232,Other
2020-06-29,B.1,Other,B.1,Other
2020-07-24,Other,Other,B.1.1.406,Other
2020-10-27,Other,Other,AA.1,Other
2020-08-21,B.1.177 (European),Other,B.1.177,Other
2020-07-20,Other,Other,B.1.1.406,Other
2020-10-28,B.1.177 (European),Other,B.1.177,Other
2020-12-31,B.1.177 (European),Other,B.1.177,Other
2020-05-18,B.1,Other,B.1,Other
2020-07-10,Other,Other,B.1.600,Other
2020-12-20,Other,Other,AA.1,Other
2020-08-28,B.1.177 (European),Other,B.1.177,Other
2020-07-20,B.1.177 (European),Other,B.1.177,Other
2020-10-29,B.1.177 (European),Other,B.1.177,Other
2020-03-24,B.1,Other,B.1,Other
2020-12-21,B.1.177 (European),Other,B.1.177,Other
2020-10-30,B.1.177 (European),Other,B.1.177,Other
2020-05-21,B.1,Other,B.1.1,Other
2020-12-24,B.1,Other,B.1,Other
2020-09-16,B.1.177 (European),Other,B.1.177,Other
2020-12-22,B.1.177 (European),Other,B.1.177,Other
2020-05-25,B.1,Other,B.1,Other
2020-12-23,B.1.177 (European),Other,B.1.177,Other
